,smiles,FDA_APPROVED,CT_TOX
442,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4:C:C:C(O):C5:C:4[C@@]3(CC[NH+]1CC1CC1)[C@H]2O5,1,0
443,C[C@]([NH3+])(CC1:C:C:C(O):C(O):C:1)C(=O)[O-],1,0
444,C[C@]([NH3+])(CC1:C:C:C(O):C:C:1)C(=O)[O-],1,0
445,C[NH+](C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C([O-])=C3C(=O)C4:C([O-]):C:C:C:C:4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,1,0
446,C[NH+](C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C([O-])=C3C(=O)C4:C([O-]):C:C:C:C:4[C@@](C)(O)[C@H]3C[C@@H]12,1,0
447,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,1,0
448,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,1,0
449,CC(C)(C)CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,1,0
450,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO,1,0
451,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,1,0
452,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,1,0
453,C[C@]12C[C@H](O)[C@H]3[C@@H](C[C@H](F)C4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,1,0
454,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,1,1
455,CC(C)(C)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1,0
456,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,1,1
457,C[C@]12CC[C@@H]3C4:C:C:C(O):C:C:4C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,1,0
458,C[C@]12CC[C@@H]3C4:C:C:C(O):C:C:4CC[C@H]3[C@@H]1CC[C@@H]2O,1,0
459,C[C@]12CC[C@@H]3C4:C:C:C(OC(=O)N(CCCl)CCCl):C:C:4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)([O-])[O-],1,0
460,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4:C:C(O):C:C:C:4[C@H]3CC[C@@]21C,1,0
461,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4:C:C(OC):C:C:C:4[C@H]3CC[C@@]21C,1,0
462,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4:C:C(OC5CCCC5):C:C:C:4[C@H]3CC[C@@]21C,1,0
463,C[C@]12CC[C@@H]3C4:C:C:C(O):C:C:4CC[C@H]3[C@@H]1CCC2=O,1,0
464,C[C@]12CC[C@@H]3C4:C:C:C(OS(=O)(=O)[O-]):C:C:4CC[C@H]3[C@@H]1CCC2=O,1,0
465,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,1,0
466,C[C@]12CC[C@H]3[C@@H](CC[C@H]4NC(=O)C=C[C@]34C)[C@@H]1CC[C@@H]2C(=O)NC1:C:C(C(F)(F)F):C:C:C:1C(F)(F)F,0,1
467,C[C@]12CC[C@H]3[C@@H](CC[C@H]4NC(=O)C=C[C@]34C)[C@@H]1CC[C@@H]2C(=O)NC1:C:C(C(F)(F)F):C:C:C:1C(F)(F)F,1,0
468,C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C#N)C[C@]35C)[C@@H]1CC[C@@H]2O,1,0
469,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,1,0
470,C[C@]12CC[C@@H]3[C@H]4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCC1:C:C:C:C:C:1,1,0
471,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,1,0
472,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,1,0
473,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC5:O:N:C:C:5C[C@]4(C)[C@H]3CC[C@@]21C,1,0
474,C[C@]12C/C(=C/[O-])C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,1,0
475,C[C@]12CC3:C:N:[NH]:C:3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,1,0
476,C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,1,0
477,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CCC(=O)O2,1,0
478,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,1,0
479,C[C@]12CC[C@H]3[C@H]([C@@H]1[C@@H]1C[C@@H]1[C@@]21CCC(=O)O1)[C@H]1C[C@H]1C1=CC(=O)CC[C@@]13C,1,0
480,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,1,0
481,COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13,1,0
482,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1,1,0
483,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,0
484,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,1,1
485,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)[O-],1,0
486,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC1CCCC1,1,0
487,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COP(=O)([O-])[O-],1,0
488,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,1,0
489,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N,1,0
490,C[C@@]12CCCCC[C@@H](CC3:C:C:C(O):C:C:31)[C@@H]2[NH3+],1,0
491,C[C@@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@@]21C)C(C)(C)O,1,0
492,C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)/C=C/[C@H](C)C(C)C)C[C@@H](O)C[C@@H]1O,1,0
493,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)/C=C/[C@H](C)C(C)C,1,0
494,C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)/C=C/[C@@H](O)C2CC2)C[C@@H](O)C[C@@H]1O,1,0
495,CC(C)[C@@H]1NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@@H](CC2:C:[NH]:C3:C:C:C:C:C:2:3)NC(=O)[C@H](CC2:C:C:C(O):C:C:2)NC(=O)[C@@H](NC(=O)[C@H]([NH3+])CC2:C:C:C3:C:C:C:C:C:3:C:2)CSSC[C@@H](C(=O)N[C@H](C(N)=O)[C@@H](C)O)NC1=O,1,0
496,CSCC[C@H](NC(=O)[C@H](CC1:C:[NH]:C2:C:C:C:C:C:1:2)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CC1:C:C:C(OS(=O)(=O)[O-]):C:C:1)NC(=O)[C@H](CC(=O)[O-])NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCC(=O)N1)[C@@H](C)O)C(=O)N[C@@H](CC(=O)[O-])C(=O)N[C@@H](CC1:C:C:C:C:C:1)C(N)=O,1,0
497,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(SCC/[NH+]=C/N)C[C@H]12,1,0
498,C[C@@H]([NH3+])[C@@H](O)C1:C:C:C:C:C:1,1,0
499,C/C(=C\C(=O)OCCCCCCCCC(=O)[O-])C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O,1,0
500,CC(=O)N[C@H](CC1:C:C:C2:C:C:C:C:C:2:C:1)C(=O)N[C@H](CC1:C:C:C(Cl):C:C:1)C(=O)N[C@H](CC1:C:C:C:N:C:1)C(=O)N[C@@H](CO)C(=O)N(C)[C@@H](CC1:C:C:C(O):C:C:1)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCC[NH2+]C(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,1,0
501,CC(=O)N[C@H](CC1:C:C:C2:C:C:C:C:C:2:C:1)C(=O)N[C@H](CC1:C:C:C(Cl):C:C:1)C(=O)N[C@H](CC1:C:C:C:N:C:1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC1:C:C:C(NC(=O)[C@@H]2CC(=O)NC(=O)N2):C:C:1)C(=O)N[C@H](CC1:C:C:C(NC(N)=O):C:C:1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCC[NH2+]C(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,1,0
502,CC(=O)N[C@H](CC1:C:C:C2:C:C:C:C:C:2:C:1)C(=O)N[C@H](CC1:C:C:C(Cl):C:C:1)C(=O)N[C@H](CC1:C:C:C:N:C:1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC1:C:C:C(O):C:C:1)C(=O)N[C@H](CCCNC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(N)=[NH2+])C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,1,0
503,C[C@@H](OC1:C:C(C2:C:N:N(C3CC[NH2+]CC3):C:2):C:N:C:1N)C1:C(Cl):C:C:C(F):C:1Cl,1,0
504,C[C@@H](O[C@H]1OCC[NH+](CC2:N:[NH]:C(=O):[NH]:2)[C@H]1C1:C:C:C(F):C:C:1)C1:C:C(C(F)(F)F):C:C(C(F)(F)F):C:1,1,0
505,C[C@@H]([NH2+]CCCC1:C:C:C:C(C(F)(F)F):C:1)C1:C:C:C:C2:C:C:C:C:C:1:2,1,0
506,C[C@H](CC1:C:C2:C(:C(C(N)=O):C:1)N(CCCO)CC2)[NH2+]CCOC1:C:C:C:C:C:1OCC(F)(F)F,1,0
507,C[C@@H](CC1:C:C:C(O):C(O):C:1)[C@H](C)CC1:C:C:C(O):C(O):C:1,1,0
508,COC1:C:C:C(C[C@@H](C)[NH2+]C[C@H](O)C2:C:C:C(O):C(NC=O):C:2):C:C:1,1,0
509,C#CC[NH+](C)[C@H](C)CC1:C:C:C:C:C:1,1,0
510,C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,1,0
511,C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,1,0
512,C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)(C)O)C[C@@H](O)C[C@@H]1O,0,1
513,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)(C)O,1,0
514,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)C,1,0
515,C[C@H](CN1:C:N:C2:C(N):N:C:N:C:2:1)OCP(=O)([O-])[O-],1,0
516,CC(C)OC(=O)OCOP(=O)(CO[C@H](C)CN1:C:N:C2:C(N):N:C:N:C:2:1)OCOC(=O)OC(C)C,1,0
517,C[C@@H]1OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@]2(O)C[C@H](O)[C@@H](C(=O)[O-])[C@H](C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H]([NH3+])[C@@H]3O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](C)[C@@H](O)[C@H]1C)O2,1,0
518,C[NH2+][C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](NC(N)=[NH2+])[C@H](O)[C@@H](NC(N)=[NH2+])[C@H](O)[C@H]3O)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,1,0
519,COC1:C:C:C:C2:C:1C(=O)C1:C([O-]):C3:C(:C([O-]):C:1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H]([NH3+])[C@@H](O)[C@H](C)O1,1,0
520,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)[O-])C2:C:S:C(N):N:2)C(=O)N1S(=O)(=O)[O-],1,0
521,C[NH2+][C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)[O-])C4:C:C(O):C:C(O):C:4C4:C:C3:C:C:C:4O)[C@H](O)C3:C:C:C(:C(Cl):C:3)OC3:C:C2:C:C(:C:3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)([NH3+])[C@H](O)[C@H](C)O2)OC2:C:C:C(:C:C:2Cl)[C@H]1O,1,0
522,COC1:C:C:C:C2:C:1C(=O)C1:C(O):C3:C(:C(O):C:1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl,0,1
523,COC1:C:C:C:C2:C:1C(=O)C1:C(O):C3:C(:C(O):C:1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl,0,1
524,COC1:C:C:C:C2:C:1C(=O)C1:C([O-]):C3:C(:C([O-]):C:1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H]([NH3+])[C@H](O)[C@H](C)O1,1,0
525,COC1:C:C:C:C2:C:1C(=O)C1:C([O-]):C3:C(:C([O-]):C:1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H]([NH3+])[C@H](O)[C@H](C)O1,1,0
526,CC(=O)[C@]1(O)CC2:C([O-]):C3:C(:C([O-]):C:2[C@@H](O[C@H]2C[C@H]([NH3+])[C@H](O)[C@H](C)O2)C1)C(=O)C1:C:C:C:C:C:1C3=O,1,0
527,C[C@@H]1O[C@@H]1P(=O)([O-])[O-],1,0
528,CC(C)=CC[NH+]1CC[C@@]2(C)C3:C:C(O):C:C:C:3C[C@@H]1[C@@H]2C,1,0
529,C[C@H]1C2:C:C:C:C([O-]):C:2C(=O)C2=C([O-])[C@]3(O)C(=O)C(C(N)=O)=C([O-])[C@@H]([NH+](C)C)[C@@H]3[C@@H](O)[C@@H]21,1,0
530,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,1,0
531,CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,0
532,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,0
533,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,0
534,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,1,0
535,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)COC(=O)CCC(=O)[O-])[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,1,0
536,CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,1,0
537,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,1,0
538,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)C1:C:C:C:C:C:1)C(=O)CO,1,0
539,CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,0
540,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO,1,0
541,C[C@H]1C[NH+](C[C@H](CC2:C:C:C:C:C:2)C(=O)NCC(=O)[O-])CC[C@@]1(C)C1:C:C:C:C(O):C:1,1,0
542,C=C(C)[C@@H]1CC[C@@]2(C1)C(C)=CCC[C@@H]2C,1,0
543,CC(C)[C@@H](CN1CC[C@@](C)(C2:C:C:C:C(O):C:2)[C@@H](C)C1)NC(=O)[C@H]1CC2:C:C:C(O):C:C:2CN1,0,1
544,C[C@H]1COC2:C(N3CC[NH+](C)CC3):C(F):C:C3:C(=O):C(C(=O)[O-]):C:N1:C:2:3,1,0
545,C[N+](C)(C)C[C@H](O)CC(=O)[O-],1,0
546,C[N+](C)(C)CC(=O)[O-],1,0
547,C=CC[NH2+]CCCCCC[N+](C)(C)C,1,0
548,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,1,0
549,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,1,0
550,C[N+](C)(C)CCOC(N)=O,1,0
551,C[N+](C)(CCCCCC[N+](C)(C)C1C2:C:C:C:C:C:2C2:C:C:C:C:C:21)C1C2:C:C:C:C:C:2C2:C:C:C:C:C:21,1,0
552,C[N+]1(C)[C@H]2CC(OC(=O)C(O)(C3:C:C:C:S:3)C3:C:C:C:S:3)C[C@@H]1[C@H]1O[C@@H]21,1,0
553,C[N+]1(C)C2CCC1CC(OC(=O)C(O)C1:C:C:C:C:C:1)C2,1,0
554,C[N+]1(CC2CC2)CC[C@]23C4:C5:C:C:C(O):C:4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,1,0
555,C[N+]1(C)CCC(=C(C2:C:C:C:C:C:2)C2:C:C:C:C:C:2)CC1,1,0
556,C[N+]1(C)CCC(OC(=O)C(O)(C2:C:C:C:C:C:2)C2CCCC2)C1,1,0
557,COC1:C:C(C[C@H]2C3:C(:C:C(OC):C(OC):C:3OC)CC[N+]2(C)CCCOC(=O)CCC(=O)OCCC[N+]2(C)CCC3:C:C(OC):C(OC):C(OC):C:3[C@H]2CC2:C:C(OC):C(OC):C(OC):C:2):C:C(OC):C:1OC,1,0
558,COC1:C:C2:C(:C:C:1OC)[C@@H](CC1:C:C(OC):C(OC):C(OC):C:1)[N+](C)(CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]1(C)CCC3:C:C(OC):C(OC):C:C:3[C@H]1CC1:C:C(OC):C(OC):C(OC):C:1)CC2,1,0
559,COC1:C:C:C(CC2C3:C:C(OC):C(OC):C:C:3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCC3:C:C(OC):C(OC):C:C:3C2CC2:C:C:C(OC):C(OC):C:2):C:C:1OC,1,0
560,COC1:C:C:C2:C:C:1OC1:C:C3:C(:C:C:1OC)CC[N+](C)(C)[C@H]3CC1:C:C:C(:C:C:1)OC1:C(OC):C(OC):C:C3:C:1[C@@H](C2)[N+](C)(C)CC3,1,0
561,C[N+]1(C)CCCC(OC(=O)C(O)(C2:C:C:C:C:C:2)C2:C:C:C:C:C:2)C1,1,0
562,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)C1:C:S:C(N):N:1,1,0
563,C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1,1,0
564,C[N+]1(C)CCN(CC(O)(C2:C:C:C:C:C:2)C2CCCCC2)CC1,1,0
565,C[N+]12CCC(CC1)C(OC(=O)C(O)(C1:C:C:C:C:C:1)C1:C:C:C:C:C:1)C2,1,0
566,CN(C)C(=O)OC1:C:C:C:[N+](C):C:1,1,0
567,C[N+]1:C:C:C:C:C:1/C=N/O,1,0
568,COC1:C:C:C(C[C@@H]2C3:C:C(OC):C(OC):C:C:3CC[N@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]2(C)CCC3:C:C(OC):C(OC):C:C:3[C@H]2CC2:C:C:C(OC):C(OC):C:2):C:C:1OC,1,0
569,C=C1C2:C:C:C:C([O-]):C:2C(=O)C2=C([O-])[C@]3(O)C(=O)C(C(N)=O)=C([O-])[C@@H]([NH+](C)C)[C@@H]3[C@@H](O)[C@H]12,1,0
570,C[NH+](C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C([O-])=C3C(=O)C4:C([O-]):C:C:C(Cl):C:4[C@@H](O)[C@H]3C[C@@H]12,1,0
571,COC1:C:C:C:C([C@@]2(O)CCCC[C@@H]2C[NH+](C)C):C:1,1,0
572,C[NH+](C)CC(C1:C:C:C(O):C:C:1)C1(O)CCCCC1,1,0
573,COC1:C:C:C(C(C[NH+](C)C)C2(O)CCCCC2):C:C:1,1,0
574,C[NH+](C)CC/C=C1/C2:C:C:C:C:C:2COC2:C:C:C(CC(=O)[O-]):C:C:21,1,0
575,C[NH+](C)CC/C=C1/C2:C:C:C:C:C:2SC2:C:C:C(Cl):C:C:21,1,0
576,C[NH+](C)CC[C@@H](C1:C:C:C(Br):C:C:1)C1:C:C:C:C:N:1,1,0
577,C[NH+](C)CCC(C1:C:C:C(Br):C:C:1)C1:C:C:C:C:N:1,1,0
578,C[NH+](C)CCC(C1:C:C:C(Cl):C:C:1)C1:C:C:C:C:N:1,1,0
579,C[NH+](C)CCC(O)(C1:C:C:C:C:C:1)C1:C:C:C:C:C:1Cl,1,0
580,C[NH+](C)CCC(C1:C:C:C:C:C:1)C1:C:C:C:C:N:1,1,0
581,C[NH+](C)CCC1:C:[NH]:C2:C:C:C(C[C@H]3COC(=O)N3):C:C:1:2,1,0
582,C[NH+](C)CCC1:C:[NH]:C2:C:C:C(CN3:C:N:C:N:3):C:C:1:2,1,0
583,C[NH+](C)CCC1:C:[NH]:C2:C:C:C(CS(=O)(=O)N3CCCC3):C:C:1:2,1,0
584,C[NH+](C)CCC[C@@]1(C2:C:C:C(F):C:C:2)OCC2:C:C(C#N):C:C:C:21,1,0
585,C[NH+](C)CCCC1(C2:C:C:C(F):C:C:2)OCC2:C:C(C#N):C:C:C:21,1,0
586,C[NH+](C)CCC=C1C2:C:C:C:C:C:2CCC2:C:C:C:C:C:21,1,0
587,C[NH+](C)CCCN1C2:C:C:C:C:C:2CCC2:C:C:C(Cl):C:C:21,1,0
588,C[NH+](C)CCCN1C2:C:C:C:C:C:2CCC2:C:C:C:C:C:21,1,0
589,C[NH+](C)CCCN1C2:C:C:C:C:C:2SC2:C:C:C(C(F)(F)F):C:C:21,1,0
590,C[NH+](C)CCCN1C2:C:C:C:C:C:2SC2:C:C:C(Cl):C:C:21,1,0
591,C[NH+](C)CCCN1C2:C:C:C:C:C:2SC2:C:C:C:C:C:21,1,0
592,COC1:C:C:C(CN(CC[NH+](C)C)C2:C:C:C:C:N:2):C:C:1,1,0
593,C[NH+](C)CCN(CC1:C:C:C:C:C:1)C1:C:C:C:C:N:1,1,0
594,C[NH+](C)CCN1:N:N:N:C:1SCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)CC3:C:S:C(N):N:3)[C@H]2SC1,1,0
595,C[NH+](C)CCOC(C1:C:C:C(Cl):C:C:1)C1:C:C:C:C:N:1,1,0
596,C[NH+](C)CCOC(C1:C:C:C:C:C:1)C1:C:C:C:C:C:1,1,0
597,C[NH+](C)CCOC(=O)C(C1:C:C:C:C:C:1)C1(O)CCCC1,1,0
598,C[NH+](C)CCOC1:C:C:C(/C(=C(/CCCl)C2:C:C:C:C:C:2)C2:C:C:C:C:C:2):C:C:1,1,0
599,COC1:C:C(C(=O)NCC2:C:C:C(OCC[NH+](C)C):C:C:2):C:C(OC):C:1OC,1,0
600,C[NH+](C/C=C/C1:C:C:C:C:C:1)CC1:C:C:C:C2:C:C:C:C:C:1:2,1,0
601,C#CC[NH+](C)CC1:C:C:C:C:C:1,1,0
602,C[NH+](CCOC1:C:C:C(NS(C)(=O)=O):C:C:1)CCC1:C:C:C(NS(C)(=O)=O):C:C:1,1,0
603,C[NH+](CCCl)CCCl,1,0
604,C[NH+]1[C@H]2C[C@H](OC(=O)[C@H](CO)C3:C:C:C:C:C:3)C[C@@H]1[C@H]1O[C@@H]21,1,0
605,C[NH+]1[C@@H]2CC[C@@H]1CC(OC(C1:C:C:C:C:C:1)C1:C:C:C:C:C:1)C2,1,0
606,C[NH+]1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)C1:C:C:C:C:C:1)C2,1,0
607,C[NH+]1C2CC(OC(=O)C(CO)C3:C:C:C:C:C:3)CC1C1OC12,1,0
608,C[NH+]1C[C@@H]2C3:C:C:C:C:C:3OC3:C:C:C(Cl):C:C:3[C@H]2C1,1,0
609,COC1:C:C:C2:C3:C:1O[C@H]1C[C@@H](O)C=C[C@@]31CC[NH+](C)C2,1,0
