,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,mol_id,smiles
3652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27044,CCCCCCCCCCCC(=O)OCC
3653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27045,C=C1[C@H]2CC[C@@H]3[C@H]2C(C)(C)CCC[C@]13C
3654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,TOX27046,CCCCOC(=O)C(C)CC
3655,0.0,,0.0,,,0.0,,1.0,0.0,,,,TOX19721,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO
3656,,,1.0,,0.0,,,1.0,1.0,0.0,1.0,1.0,TOX11800,COC(=O)NC1:N:C2:C:C(C(=O)C3:C:C:C:S:3):C:C:C:2:[NH]:1
3657,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,TOX24782,NC1:C(S(=O)(=O)O):C:C(Br):C2:C:1C(=O)C1:C:C:C:C:C:1C2=O
3658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX24780,CC1:C:C(Cl):C(C):C:C:1Cl
3659,0.0,0.0,1.0,,,0.0,,1.0,,1.0,,0.0,TOX24781,ClC1:N:C(C(Cl)(Cl)Cl):C(Cl):C(Cl):C:1Cl
3660,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,TOX24787,O=S(=O)(O)C1:C:C(O):C2:C:C:C(NC3:C:C:C:C:C:3):C:C:2:C:1
3661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX24784,C=C(C)C(=O)OCCC(C)OC(=O)C(=C)C
3662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX24785,CC1=NN(C2:C:C:C:C(S(=O)(=O)O):C:2)C(=O)C1
3663,0.0,,1.0,,,,,1.0,0.0,,1.0,1.0,TOX24966,CC(C)CC(C)N(C1:C:C:C:C:C:1)C1:C:C:C(N):C:C:1
3664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX24967,OCC1(CO)COCOC1
3665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX24788,O=S(=O)(O)C1:C:C:C2:C:C:C:C:C:2:C:1
3666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX24962,NC1:C:C:C:C(S(=O)(=O)C2:C:C:C:C(N):C:2):C:1
3667,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24963,CC1=NN(C2:C:C:C(C(=O)O):C:C:2)C(=O)C1
3668,0.0,,1.0,1.0,,0.0,0.0,,0.0,0.0,,0.0,TOX24960,NC1:C:C:C(C(=O)OCCCOC(=O)C2:C:C:C(N):C:C:2):C:C:1
3669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24961,CC(C)C1OCCN1CCOC(=O)NCCCCCCNC(=O)OCCN1CCOC1C(C)C
3670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6088,ClC1:C:C:C(Cl):C(Cl):C:1Cl
3671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2647,NS(=O)(=O)C1:C:C2:C(:C:C:1C(F)(F)F)NC(CC1:C:C:C:C:C:1)NS2(=O)=O
3672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2644,CCN(CC)CCOC(=O)C(O)(C1:C:C:C:C:C:1)C1:C:C:C:C:C:1
3673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2643,CCC1(CC)C(=O)NC(=O)NC1=O
3674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2640,C[C@H]1[C@H](NC(=O)C(=NOC(C)(C)C(=O)O)C2:C:S:C(N):N:2)C(=O)N1S(=O)(=O)O
3675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX16999,NC1:N:C(=O):C2:C(:[NH]:1)NCC(CNC1:C:C:C(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-]):C:C:1)N2C=O
3676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6080,O=C(O)C1:C:C:C(C(=O)O):C:C:1
3677,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,TOX6081,CC(C)(C1:C:C(Br):C(O):C(Br):C:1)C1:C:C(Br):C(O):C(Br):C:1
3678,0.0,0.0,0.0,,0.0,0.0,0.0,,,1.0,,1.0,TOX6082,BrCC(Br)(Br)Br
3679,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6083,BrC(Br)C(Br)Br
3680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX6084,O=C1OC(=O)C2:C(Br):C(Br):C(Br):C(Br):C:21
3681,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,TOX2649,CC(=O)NC1:C:C:C(OC(=O)C2:C:C:C:C:C:2OC(C)=O):C:C:1
3682,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,TOX5690,CC(=O)C1:C(C):C([N+](=O)[O-]):C(C(C)(C)C):C([N+](=O)[O-]):C:1C
3683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,TOX5692,C=CC(=C)CCC=C(C)C
3684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5693,C=CCC1:C:C(OC):C2:C(:C:1)OCO2
3685,0.0,0.0,1.0,,,0.0,,,,,1.0,,TOX5696,NC1:C:C:C(N):C2:C:C:C:C:C:1:2
3686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX1735,CS(C)=O
3687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1731,CO
3688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1739,CCCO
3689,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX25789,CNC(=O)OCC[N+](C)(C)C
3690,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX28423,C1:C:C:C2:C:C(CC3=NCCN3):C:C:C:2:C:1
3691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,TOX25785,C[C@]12N[C@H](CC3:C:C:C:C:C:31)C1:C:C:C:C:C:12
3692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX25787,CC1(C)CCC(NC(=O)[C@@H](N)CCC(=O)O)CC1
3693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6339,CC1:C(C):C2:C(:C(C):C:1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2
3694,0.0,0.0,0.0,1.0,,0.0,,1.0,,0.0,0.0,0.0,TOX25781,CC[N+](CC)(CC)CCOC1:C:C:C(/C=C/C2:C:C:C:C:C:2):C:C:1
3695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25783,CC1:C:C:C:C(C):C:1OCC(C)N
3696,0.0,,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX25782,COC1:C:C:C(OC):C(C(O)C(C)N):C:1
3697,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2422,NC1:C:C:C(CC2:C:C:C(N):C:C:2):C:C:1
3698,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,TOX28554,CN1CCN(CCCN2C3:C:C:C:C:C:3SC3:C:C:C:C:C:32)CC1
3699,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2421,COC1:C:C:C2:[NH]:C:C(CCNC(C)=O):C:2:C:1
3700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5346,CC(=O)OCC1:C:C:C:O:1
3701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5347,OCC1:C:C:C:O:1
3702,0.0,0.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,TOX2425,O=C(C1:C:C:C(O):C:C:1)C1:C:C:C(O):C:C:1
3703,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,TOX26258,CN1CCCC(OC(=O)C(O)(C2:C:C:C:C:C:2)C2:C:C:C:C:C:2)C1
3704,0.0,,,,,,,1.0,0.0,0.0,1.0,1.0,TOX12638,COC(=O)N(OC)C1:C:C:C:C:C:1COC1:C:C:N(C2:C:C:C(Cl):C:C:2):N:1
3705,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX12637,CC1=NNC(=O)N(/N=C/C2:C:C:C:N:C:2)C1
3706,0.0,,0.0,0.0,,0.0,,,0.0,,,1.0,TOX26707,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)O)[C@@H](C)C[C@@H]1C)[C@H]1O[C@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C
3707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX12631,COCC(=O)N(C1:C(C):C:C:C:C:1C)N1CCOC1=O
3708,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,TOX12630,C1:C:C:C(CNC2:[NH]:C:N:C3:N:C:N:C:23):C:C:1
3709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX25561,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)[O-])C3:C:C:S:C:3)C(=O)N2[C@H]1C(=O)[O-]
3710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,TOX25560,C[C@@H](CN(C)C)CN1C2:C:C:C:C:C:2SC2:C:C:C:C:C:21.C[C@@H](CN(C)C)CN1C2:C:C:C:C:C:2SC2:C:C:C:C:C:21
3711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX25563,CCC(=O)O[C@@](CC1:C:C:C:C:C:1)(C1:C:C:C:C:C:1)[C@@H](C)CN(C)C.O=S(=O)(O)C1:C:C:C2:C:C:C:C:C:2:C:1
3712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25562,CCN(CCCC1:C:C:C:C:C:1)CCCC1:C:C:C:C:C:1.O=C(O)CC(O)(CC(=O)O)C(=O)O
3713,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,TOX25567,CC1:C:C:C(Cl):C(NC2:C:C:C:C:C:2C(=O)[O-]):C:1Cl
3714,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,TOX25566,CN1CCC2:C(:C3:C:C:C:C:C:3:N:2CC2:C:C:C:C:C:2)C1.CN1CCC2:C(:C3:C:C:C:C:C:3:N:2CC2:C:C:C:C:C:2)C1.O=S(=O)(O)C1:C:C:C:C2:C(S(=O)(=O)O):C:C:C:C:1:2
3715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX25569,COC1:C:C:C2:C(:C:1)[C@@]13CCCCC1[C@@H](C2)N(C)CC3
3716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX25568,CCN(CC)CC1:C:C(NC2:C:C:N:C3:C:C(Cl):C:C:C:2:3):C:C:C:1O
3717,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,TOX28537,CCN(CC)C1:C:C:C(N=NC2:C:C:C(S(=O)(=O)N(C)C):C:C:2):C(S(=O)(=O)NCC[N+]2:C:C:C:C:C:2):C:1
3718,0.0,,0.0,,,,,,,1.0,,,TOX14742,CC[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](CC=C(C)C[C@@H](C)C=CC=C3CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2
3719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX3594,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O[C@@H]2CC[C@H](N(C)C)[C@@H](C)O2)C=CC=CC[C@@H](C)OC(=O)C[C@H]1O
3720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3591,C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@H]34)[C@@H]2C1
3721,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3590,C[C@H]1CN(C2:C(F):C(N):C3:C(=O):C(C(=O)O):C:N(C4CC4):C:3:C:2F)C[C@@H](C)N1
3722,0.0,0.0,1.0,,,0.0,,,0.0,,1.0,,TOX3593,O=C1CSC2(CCN(CCCN3C4:C:C:C:C:C:4SC4:C:C:C(Cl):C:C:43)CC2)N1
3723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX28531,CC1(C)OC[C@@H](COC(=O)CCC2:C:C:C(OC[C@@H](O)CNCCNC(=O)N3CCOCC3):C:C:2)O1
3724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX21847,CCCCOC(=O)CCCCCCCCC(=O)OCCCC
3725,0.0,0.0,1.0,1.0,,0.0,,1.0,0.0,,0.0,0.0,TOX28533,N#C/C(=C1/SC[C@@H](C2:C:C:C(Cl):C:C:2Cl)S1)N1:C:C:N:C:1
3726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,TOX28532,O=C([O-])C1:C:C:C:C:C:1NC1:C:C(Cl):C:C:C:1C(=O)[O-]
3727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX16299,CCCCCCCCN(C)C
3728,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,TOX7061,OC1:C:C:C2:C:C:C:C:C:2:C:1
3729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7066,CCCCCCCCCCCC(=O)N(C)CC(=O)[O-]
3730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX7069,CCC(C)CO
3731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3771,NC1:N:C:N:C2:C:1:N:C:N:2[C@H]1CC[C@@H](CO)O1
3732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3775,O=C1[N-]C(=O)C(C2:C:C:C:C:C:2)(C2:C:C:C:C:C:2)N1
3733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX28648,O=C(OCC1(COC(=O)C2:C:C:C:N:C:2)CCCC(COC(=O)C2:C:C:C:N:C:2)(COC(=O)C2:C:C:C:N:C:2)C1O)C1:C:C:C:N:C:1
3734,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,TOX4902,CN1CSC(=S)N(C)C1
3735,,0.0,1.0,,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,TOX4906,O=C1C2:C:C:C:C:C:2C(=O)C1C1:C:C:C2:C:C:C:C:C:2:N:1
3736,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,TOX24342,CCOC(=O)OC1=C(C2:C:C(C):C:C:C:2C)C(=O)NC12CCC(OC)CC2
3737,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,TOX21336,[O-]C1:C:C(Cl):C(Cl):C:C:1Cl
3738,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,TOX21197,CCCCCC/C=C\CCCCCCCC(=O)O
3739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX21190,C=C(C)[C@@H]1CC=C(C=O)CC1
3740,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24347,COC1:C:C:C(C(C)=O):C:C:1
3741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7452,COC1:C:C(Cl):C:C:C:1Cl
3742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7454,CC(=O)CC(=O)N(C)C
3743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX26142,CC1:C:C:C:C(C):C:1NC(=O)CN1CCCCCC1
3744,0.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,,,TOX26140,CC1:N:C2:C:C:C:C:C:2:N:1CC1:C:C:C(Cl):C:C:1
3745,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,TOX26146,C[C@@H](CC1:C:C:C:C:C:1)N(C)C
3746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX26147,O=C(CN1CCNCC1)NC1CCCCC1
3747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26144,CCCCNCC(O)C1:C:C:C(O):C:C:1
3748,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX26145,CC(CC1:C:C:C:C:C:1)NCC1:C:C:C:C:C:1Cl
3749,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX26148,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1C1:C:C:C:C:C:1OC(F)F
3750,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,0.0,,TOX27545,CCCCCCCCCCCSCC(=O)O
3751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27547,COC(CC(C)CCCC(C)(C)O)OC
3752,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,,TOX27540,OC1:C:C:C2:C(:C:1)C1:C:C:C:C:C:1C2
3753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27543,COC(=O)C(C)N(C(=O)C1:C:C:C:O:1)C1:C(C):C:C:C:C:1C
3754,0.0,,0.0,,,,,1.0,0.0,0.0,,1.0,TOX27542,CO/C=C(/C(=O)OC)C1:C:C:C:C:C:1COC1:C:C:C:C(C(F)(F)F):N:1
3755,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX27239,C=CC(C)(O)CC/C=C(/C)CCC=C(C)C
3756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27549,CCOC(=O)CC1(C)OCC(C)O1
3757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX5508,O=C(O)CCCCC1CCSS1
3758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX21692,COC(=O)CC(C(C)=O)C(=O)OC
3759,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX21691,CC(C)N(CC1:C:C:C:C:C:1)C(=O)C(C)(C)C
3760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,TOX5501,CC1CCC(C(C)CS)CC1S
3761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5502,C=CC(C)(O)CCC=C(C)C
3762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5503,C=CC(C)(CCC=C(C)C)OC(=O)C1:C:C:C:C:C:1N
3763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,TOX5505,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O
3764,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,TOX5506,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O
3765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6851,COCCC#N
3766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX12998,O=C(O)CCSSCCC(=O)O
3767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX29325,CCCC[N+]1:C:C:C:C:C:1
3768,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX17612,CCOP(=S)(OCC)OC1:N:C:N(C2:C:C:C:C:C:2):N:1
3769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX13047,CSC1:C:C:C(C=O):C:C:1
3770,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX1405,CC1:C([N+](=O)[O-]):C(C):C([N+](=O)[O-]):C(C(C)(C)C):C:1[N+](=O)[O-]
3771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1404,CNC(=S)N(C)C
3772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX22343,CCCOCCC
3773,0.0,0.0,1.0,0.0,1.0,,0.0,,0.0,0.0,,0.0,TOX22349,CCCSP(=S)(OCC)OC1:C:C:C(Cl):C:C:1Cl
3774,0.0,0.0,1.0,,0.0,0.0,,,0.0,0.0,,,TOX20279,COP(=S)(OC1:C:C(Cl):C(Br):C:C:1Cl)C1:C:C:C:C:C:1
3775,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4431,CSC(C)(C)/C=N\O
3776,0.0,,1.0,,,,,1.0,0.0,,,,TOX20270,N#CC1:S:C2:C(=O):C3:C:C:C:C:C:3:C(=O):C=2:S:C:1C#N
3777,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX20271,CC1:C:C:C2:C:C:C:C:C:2:N:1
3778,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,TOX20274,CCOP(=S)(OCC)OC1:C:C:C(Cl):C:C:1Cl
3779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX10336,N#CCCCl
3780,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1503,ClCBr
3781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7214,O=C([O-])C(=O)[O-].[Ca+2]
3782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX7211,C=CC(C)(C)C
3783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7218,CCC1:C:C:C:C(CC):C:1N
3784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7219,O=C([O-])C1:C:C:C:C:C:1
3785,0.0,1.0,1.0,0.0,0.0,,1.0,1.0,0.0,1.0,,1.0,TOX3907,C1:C:C:C2:C(:C:1)C1:C:C:C:C3:C:1:C2:C:C1:C:C:C:C:C:1:3
3786,1.0,0.0,1.0,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,TOX3902,C1:C:C:C2:C:C3:C(:C:C:C4:C:C:C:C:C:4:3):C:C:2:C:1
3787,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,,,1.0,TOX3900,CCCCNC(=O)N1:C(NC(=O)OC):N:C2:C:C:C:C:C:2:1
3788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX3901,CC(C)N1C(=O)C2:C:C:C:C:C:2NS1(=O)=O
3789,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,TOX3908,C1:C:C2:C:C:C3:C:C:C4:C:C:C5:C:C:C:C6:C(:C:1):C:2:C:3:C:4:C:5:6
3790,0.0,,1.0,,0.0,,,,0.0,,,1.0,TOX3909,C1:C:C:C2:C:C3:C(:C:C:2:C:1)C1:C:C:C:C2:C:C:C:C3:C:1:2
3791,0.0,,0.0,,1.0,1.0,,,0.0,0.0,1.0,,TOX17028,CCCCCCCCCCCCCCCC[N+](C)(C)C
3792,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,TOX24578,CC1:C:C:C(C):C(S(=O)(=O)[O-]):C:1
3793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX24575,O=C(C(Cl)Cl)N1CCOC12CCCCC2
3794,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24574,CC1=CC(C)C(C=O)CC1
3795,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,TOX24577,Br[Ca]Br
3796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX24576,CCOC(=O)CC(CC(=O)OCC)(OC(C)=O)C(=O)OCC
3797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX24571,CC(C)C1:C:C:C:C(O):C:1
3798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24570,NCCN
3799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,TOX24573,CCC(C)(C)C1CCCCC1OC(C)=O
3800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24572,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27844,COC1:C:C:C(CCN(C)CCCC(C#N)(C2:C:C(OC):C(OC):C(OC):C:2)C(C)C):C:C:1OC
