,CMPD_CHEMBLID,exp,smiles
2134,CHEMBL1366397,2.31,O=C(COC1:C:C:C:C:C:1O)NC1CCCC1
2135,CHEMBL393348,1.58,O=C(NCC12CC3CC(CC(C3)C1)C2)C1:C:C(C2CCNCC2):C:C:C:1Cl
2136,CHEMBL2021706,0.4,CCC[C@@H](CNC(=O)C1:N:C(Cl):C(N):N:C:1N)[N+](C)(C)CCCC1:C:C:C(OC):C:C:1
2137,CHEMBL187673,3.3,OC1:C:C:C(C2:N:C3:C:C:C(O):C:C:3:O:2):C:C:1
2138,CHEMBL1555870,2.39,NC(=O)C1:S:C(C2:C:C:S:C:2):C:C:1NS(=O)(=O)C1:C:C:C(C(F)(F)F):C:C:1
2139,CHEMBL1289233,3.38,O=C(COCC1:C:C:N:C:C:1)N1CCN(C2:C:C:C(Cl):C:C:2Cl)CC1
2140,CHEMBL2031235,1.75,CC1:C:C:C(NC(=O)C2:C:C:N:O:2):C:C:1N1:C:N:C2:C:C:C(N3CCN(C)CC3):C:C:2:C:1=O
2141,CHEMBL1824036,-0.51,CS(=O)(=O)C1:C:C:C2:C(:C:1)N(CCN1CCC(NCC3:C:C:C4:C(:N:3)NC(=O)CO4)CC1)C(=O)CO2
2142,CHEMBL107955,1.67,CCOC(=O)N1CCN(C(=O)[C@H](CC2:C:C:C:C(C(=N)N):C:2)NS(=O)(=O)C2:C(C(C)C):C:C(C(C)C):C:C:2C(C)C)CC1
2143,CHEMBL445496,1.73,CNC1=NC2:N:C:C:C:C:2C(C2:C:C:[NH]:C:2)=NC1C1:C:C:C:S:1
2144,CHEMBL1478435,3.0,CC1(C)CC(=O)C2:C(:N:C3:C:C:C:C:C:3:C:2N)C1
2145,CHEMBL1807860,3.68,C[C@H]1O[C@@H](N2:C:N:C3:C(N):N:C(OCC4CC45CC5):N:C:3:2)[C@H](O)[C@H]1Cl
2146,CHEMBL515062,2.77,CC(C)OC1:C:C(NC2:N:C(N[C@@H](C)C3:C:C:C(F):C:N:3):N:C(OC(CO)CO):C:2Cl):N:[NH]:1
2147,CHEMBL1778644,-0.92,CCS(=O)(=O)C1:C:C:C(C2:C:C(Cl):C:C:C:2OCC(=O)O):C(F):C:1
2148,CHEMBL232433,3.17,C[S+]([O-])CCN1C(=O)C(NC(=O)C2:C:C3:C:C(Cl):S:C:3:[NH]:2)CC2:C:C:C:C:C:21
2149,CHEMBL562698,1.77,O=C(NCC12CC3CC(CC(C3)C1)C2)C1:C:C:N:C(N2CCNCC2):C:1Cl
2150,CHEMBL2172005,1.85,COC1:C:C:C(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(C#N)CC3)[C@H](C)C2):C:C:1OC
2151,CHEMBL2207666,3.42,O=C(NC[C@@H](O)CN1CCC(OC2:C:C:C(Cl):C(Cl):C:2)CC1)C1:C:[NH]:C(=O):C2:C:C:C:C:C:1:2
2152,CHEMBL2031562,0.2,NC1:C:C(C(=O)NC2:C:C:C:C(C3:N:N:N:[NH]:3):C:2):C:C(C(F)(F)F):C:1
2153,CHEMBL415521,1.2,CCN(CC)C(=O)C1:C:C:C(C(=C2CCNCC2)C2:C:C:C:C:C:2):C:C:1
2154,CHEMBL476518,3.51,CC1:N:C:C(C2:C:C:N:C(NC3:C:C:C(N(C)C):C:C:3):N:2):N:1C(C)C
2155,CHEMBL381055,3.73,O=C(C1:C:C:C(F):C:C:1)N1CCC[C@H](C2:N:C(C3:C:C:C(F):C:C:3):N:O:2)C1
2156,CHEMBL51483,2.75,CC1:C:C2:C(C(C)C):C(O):C(O):C(C=O):C:2:C(O):C:1C1:C(C):C:C2:C(C(C)C):C(O):C(O):C(C=O):C:2:C:1O
2157,CHEMBL110999,2.44,CN(CCCOCCOCCC1:C:C:C:C:C:1)CCC1:C:C:C(O):C2:N:C(O):S:C:1:2
2158,CHEMBL2023475,3.88,CCN1:C:C(NC(=O)CC2:C:C:C(OC3:C:C:N:C4:C:C:C(F):C:C:3:4):C:C:2OC):C:N:1
2159,CHEMBL325503,1.48,CC(C)C(NC(=O)CN1:C(C2:C:C:C:C:C:2):C:C:C(NC(=O)NCC2:C:C:C:[N+]([O-]):C:2):C:1=O)C(=O)C(F)(F)F
2160,CHEMBL1682283,0.92,C#CC1:C:C:C:C(NC2:N:C3:C:C(C(=O)O):C:C:C:3:C3:C:N:C:N:C:2:3):C:1
2161,CHEMBL595122,2.0,CCS(=O)(=O)C1:C:C:C(OC2:C:C3:N:C(C4:C:C:C:C:N:4):[NH]:C:3:C:C:2CN2C(=O)CCC2=O):C:C:1
2162,CHEMBL111350,1.77,O=S(=O)(CCCNCCC1:C:C:C(O):C2:N:C(O):S:C:1:2)NCCSCCC1:C:C:C:C:C:1
2163,CHEMBL551170,2.1,O=C(NCC12CC3CC(CC(C3)C1)C2)C1:C:C(N2:N:C:C(=O):[NH]:C:2=O):C:C:C:1Cl
2164,CHEMBL373351,1.38,CCC1:N:C2:C(N):N:C3:C:C:C:C:C:3:C:2:N:1CC(C)(C)O
2165,CHEMBL2158772,2.54,CC1:C:C:C:C:C:1C[C@@H](C(=O)O)N1CCC(CN2CCC(OC3:C:C:C(Cl):C(Cl):C:3)CC2)CC1
2166,CHEMBL2152252,2.8,CNC(=O)C1:N:C(C2:C:C:C(Cl):C(S(=O)(=O)NC3:C:C:C:C(F):C:3F):C:2):C:N:C:1N
2167,CHEMBL90846,2.43,O=C(NC1:N:C:C:S:1)C1:C:C:C:C:C:1
2168,CHEMBL2046684,3.64,O=C(NC1:C:C:C(Cl):N:C:1)C1:C:C:C(F):C(Cl):C:1
2169,CHEMBL377309,4.14,CC(C)CN1:C(=O):N(C):C(=O):C2:C(SC3CCCCC3):C(CC3:C:C:C:C:C:3C(F)(F)F):S:C:2:1
2170,CHEMBL1809061,2.4,COC1:C:C(N2CCNCC2):C:C:C:1NC1:N:C:C(Cl):C(C2:C:N:C3:C:C:C:C:N:2:3):N:1
2171,CHEMBL1148,0.3,CC1:C:C:C:C(NC2:C:C:N:C:C:2S(=O)(=O)NC(=O)NC(C)C):C:1
2172,CHEMBL2059373,-0.98,O=C(O)C1:C:N:C:C(C2:C:N:C3:[NH]:C(C(=O)NC4CC4):C:C:3:C:2N2:C:C:C(C(F)(F)F):N:2):C:1
2173,CHEMBL444884,3.3,NC(=O)C1:S:C(C2:C:C:C(Cl):C:C:2):C:C:1N
2174,CHEMBL1701081,2.81,CN1:C(=O):N(CC2:C:C:C(Br):C:C:2):C2:C:C:C:C:C:2:1
2175,CHEMBL2326478,3.3,NC1:N:C2:C:C3:C(:C:C:2:S:1)CCN(CC1:C:C:C:C(F):C:1)CC3
2176,CHEMBL1595582,4.05,COC1:C:C:C(Cl):C:C:1C(=O)NC1:N:C2:C:C:C:C:C:2:[NH]:1
2177,CHEMBL467148,2.64,CN1:C:C(S(C)(=O)=O):N:C:1C1:C2:C(=O):N(C):C(=O):N(CC3CC3):C:2:N:N:1CC1:C:C:N:C2:C:C:C(Cl):C:C:1:2
2178,CHEMBL111732,2.59,CN(CCC1:C:C:C(O):C2:N:C(O):S:C:1:2)CCN(C)C(=O)CCOCCC1:C:C:C:C:C:1
2179,CHEMBL387265,2.82,COC1:C:C2:N:C:N:C(NC3:C:C:C:C(Cl):C:3F):C:2:C:C:1OC1CCN(S(C)(=O)=O)CC1
2180,CHEMBL1643349,2.3,CC1(C)C(=O)NC2:C:C:C:C:C:21
2181,CHEMBL1278,0.48,CNS(=O)(=O)CCC1:C:C:C2:[NH]:C:C(C3CCN(C)CC3):C:2:C:1
2182,CHEMBL211677,2.88,CC1:C:C:C2:C(:C:1):C(C1:C:C(C):N:C3:C:C:C:C:C:1:3):C(C):N:2CC(=O)O
2183,CHEMBL1271187,3.05,C1:C:C(NC2:C:C:N:C(NC3:C:C(N4CCOCC4):C:C(N4CCOCC4):C:3):N:2):C2:C:N:[NH]:C:2:C:1
2184,CHEMBL471757,3.08,CC(C)(C)CNC1:N:C(C#N):N:C(N2CCOCC2):C:1N
2185,CHEMBL1907830,2.4,O=C1NC2:C:C:C(S(=O)(=O)N3CCC[C@H]3CNC3:C:C:C:C:C:3):C:C:2C1=O
2186,CHEMBL1545637,3.49,O=C(C1:C:C:C(Cl):C:C:1)C1CCN(C(=O)C2:C:C:C(F):C:C:2)CC1
2187,CHEMBL1689109,0.49,O=C(O)COC1:C:C:C(Cl):C:C:1CN1CCN(S(=O)(=O)C2:C:C:C:C:C:2)CC1
2188,CHEMBL1333961,1.92,NC1:[NH]:N:C2:C:C:C:C(Cl):C:1:2
2189,CHEMBL13817,1.4,CC(C)(N)C(=O)N[C@H](COCC1:C:C:C:C:C:1)C(=O)N1CCC2(CC1)CN(S(C)(=O)=O)C1:C:C:C:C:C:12
2190,CHEMBL1672434,2.13,C[C@H]1C[C@@H](NS(=O)(=O)C2:C:C(Br):C:C:C:2Br)CN1C#N
2191,CHEMBL212761,3.09,CC(C)(C)NC(=O)NC1:C:C:C(C2:C(N):N:C(N):N:C:2COCC2:C:C:C:C:C:2):C:C:1
2192,CHEMBL513370,2.36,COC1:C:C:C(N(C(=O)C2:C:C:O:C:2Cl)C(C(=O)NC[C@@H](C)O)C2:C:C:C:C:C:2F):C(OC):C:1
2193,CHEMBL576257,2.51,CC1:C:C(NC2:C:N:C(C#N):C(N[C@@H](C)C3:C:C:C(F):C:N:3):N:2):N:[NH]:1
2194,CHEMBL2062563,3.29,CC(=O)NC1:C:C:C2:C:C:N(C3:C:C(NC4CC4):N4:N:C:C(C#N):C:4:N:3):C:2:C:1
2195,CHEMBL2087850,2.87,CCN1:C(=O):C2:C(C3:C:N:C:N:3C):N(CC3:C:C:N:C4:C:C:C(Cl):C:C:3:4):N:C:2:N(CC2CC2):C:1=O
2196,CHEMBL1322675,1.69,CCCNC[C@H](O)COC1:C:C:C:C:C:1C(=O)CCC1:C:C:C:C:C:1
2197,CHEMBL2323303,2.7,O=S(=O)(NC1:N:C:C(Cl):S:1)C1:C:C(F):C(OC2:C:C:C(F):C:C:2C2:C:N:[NH]:C:2):C:C:1F
2198,CHEMBL2179285,-0.25,CC1:C:N([C@H]2CCCN([C@H](CC3CCOCC3)C3:C:C:C(C(=O)O):C(OC4:C:C:C:C(Cl):C:4):C:3)C2):C(=O):[NH]:C:1=O
2199,CHEMBL1333251,2.77,CC(=O)NC1:N:C(C2:C:C:C:S:2):C:S:1
2200,CHEMBL27364,4.1,O=C1C2:C:C:C:C:C:2CN1C1CCN(CCC(C2:C:C:C:C:C:2)C2:C:C:C:C:C:2)CC1
2201,CHEMBL2059374,-0.88,CCNC(=O)C1:C:C2:C(N3:N:C(C(F)(F)F):C:C:3C):C(C3:C:N:C:C(C(=O)O):C:3):C:N:C:2:[NH]:1
2202,CHEMBL2158839,2.58,O=C(O)[C@H](CC1:C:C:C:C:C:1F)N1CCC(CN2CCC(OC3:C:C:C(Cl):C(Cl):C:3)CC2)CC1
2203,CHEMBL1549615,3.9,COC1:C:C2:C:C(C3:C:C:C(O):C:C:3O):N:C(C):C:2:C:C:1OC
2204,CHEMBL1716201,4.15,CC1:C:C(NC(=O)NC2:C:C:C(Cl):C:C:2):N(C2:C:C:C:C:C:2):N:1
2205,CHEMBL335707,2.31,O=C(C1:C:C:C(CCC(COC2:C:C:C(C3:C:C:C:C([N+](=O)[O-]):C:3):C:C:2)N2C(=O)CCCC2=O):C:C:1)N1CCCC1
2206,CHEMBL1777848,2.8,O=C1:O:C2:C(O):C:C:C:C:2:C:C:1C1:C:C:C(O):C:C:1
2207,CHEMBL2158826,1.58,O=C(O)CC1:C:C:C:C(N2CCC(CN3CCC(OC4:C:C:C(Cl):C(Cl):C:4)CC3)CC2):C:1
2208,CHEMBL476993,2.19,CC1:N:C:C(C2:N:C(NC3:C:C:C(N4CCN(C(=O)CO)CC4):C:C:3):N:C:C:2F):N:1C(C)C
2209,CHEMBL1916084,0.8,CC1:C:C:C(S(=O)(=O)NC2:C(C(=O)NC3CCCCC3):C:N:N:2C2:C:C:C:C:C:2):C:C:1
2210,CHEMBL2087851,3.53,CN1:C:N:C:C:1C1:C2:C(=O):N(C3CC3):C(=O):N(CC3CC3):C:2:N:N:1CC1:C:C:N:C2:C:C:C(Cl):C:C:1:2
2211,CHEMBL2331748,1.6,CC1:C:N([C@H]2CCCN(S(=O)(=O)C3:C:C:C(O):C(OC4:C:C:C:C(F):C:4):C:3)C2):C(=O):[NH]:C:1=O
2212,CHEMBL429330,2.49,CC(C)[C@H](NC(=O)CCC1:C:C:C:C:C:1)C(=O)N1CCCC1
2213,CHEMBL1524929,3.61,COC1:C:C:C:C:C:1C(=O)NC1:N:C2:C:C:C:C:C:2:S:1
2214,CHEMBL1624252,3.34,COC1:C:C:C(C2:C:S:C(N(CCCN3CCOCC3)C(=O)C3:C:C:C:O:3):N:2):C:C:1
2215,CHEMBL252956,3.53,O=C1CCCC2:N:C(C#CC3:C:C:C:C:C:3):C:C:C:21
2216,CHEMBL530184,3.65,C1:C:C:C(C2:C:C(NCCCCNC3:C:C(C4:C:C:C:C:C:4):N:C4:C:C:C:C:C:3:4):C3:C:C:C:C:C:3:N:2):C:C:1
2217,CHEMBL250687,3.99,CCCSC1:N:C(N[C@@H]2C[C@H]2C2:C:C:C:C:C:2):C2:N:N:N([C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O):C:2:N:1
2218,CHEMBL1223952,1.19,NC(=O)C1:C:C:C:C(C[C@@H]2C[C@@H]3CC[C@H](C2)N3CC2:C:C:C:C:C:2):C:1
2219,CHEMBL1896037,3.41,O=C(C1:C:C:C:C:C:1)C(O)(CN1CCCCC1)C1:C:C:C:C:C:1
2220,CHEMBL1807824,0.86,CCC1:C:C:C(CCNCCCSCCNC[C@H](O)C2:C:C:C(O):C3:[NH]:C(=O):S:C:2:3):C:C:1
2221,CHEMBL2182002,2.6,CC1:C:C(S(=O)(=O)N2CCN(C)CC2):C:C:C:1C1:C:N:C(N):C(C(=O)NC2:C:C:C:N:C:2):N:1
2222,CHEMBL515311,2.15,CC1:N:C:C(C2:C:C:N:C(NC3:C:C:C(N4CCN(C(=O)[C@H](C)O)CC4):C:C:3):N:2):N:1C(C)C
2223,CHEMBL1455,2.44,CN(C)C1:N:C(N(C)C):N:C(N(C)C):N:1
2224,CHEMBL2005730,3.2,COC(=O)C1:C:C:C(NC(=O)C2:C:C(OC):C(OC):C(OC):C:2):C:C:1
2225,CHEMBL1741132,1.35,O=C1CN(N=CC2:C:C:C(C3:C:C:C([N+](=O)[O-]):C:C:3):O:2)C(O)=N1
2226,CHEMBL2325994,1.3,NC1(C(=O)NC(CCCN2CCCC2)C2:C:C:C(Cl):C:C:2)CCN(C2:N:C:N:C3:[NH]:C:C:C:2:3)CC1
2227,CHEMBL379738,1.86,O=C(CS(=O)(=O)C1:C:C:C:C:C:1)C1:C:C:C:C:C:1
2228,CHEMBL2171048,1.79,CC1:C:C:C(S(=O)(=O)NC(=O)N2CCC(N3CCC(OC4:C:C:C(Cl):C:C:4C)CC3)CC2):C:C:1
2229,CHEMBL341226,4.21,COC1:C:C:C:C(NC(=O)CC23CC4CC(CC(C4)C2)C3):C:1C
2230,CHEMBL227897,2.5,O=C(CC1:C:C:C:C:C:1)NC1:N:C:C:S:1
2231,CHEMBL1956163,3.94,O=C1[C@H]2[C@H]3CC[C@H](C3)[C@H]2C(=O)N1[C@H]1CC[C@H](C(=O)NC2:C:C:C:C3:C:C:C:N:C:2:3)CC1
2232,CHEMBL1875368,3.9,O=C(CC1:C:C:C:C2:C:C:C:C:C:1:2)NC1:C:C:C:C:C:1
2233,CHEMBL267936,-0.84,CNC1(C)C2CCC(C2)C1(C)C
2234,CHEMBL1422,0.31,N[C@@H](CC(=O)N1CCN2:C(:N:N:C:2C(F)(F)F)C1)CC1:C:C(F):C(F):C:C:1F
2235,CHEMBL806,3.46,CC(C)C(=O)NC1:C:C:C([N+](=O)[O-]):C(C(F)(F)F):C:1
2236,CHEMBL390191,1.73,CC1:N:C(CSC2:N:C(N[C@H](C)CO):C3:S:C(N):N:C:3:N:2):C:S:1
2237,CHEMBL330366,3.23,COC1:C:C(C(=O)N2CC[C@](CCN3CCC(C(N)=O)(C4:C:C:C:C:C:4)CC3)(C3:C:C:C(Cl):C(Cl):C:3)C2):C:C(OC):C:1OC
2238,CHEMBL404327,2.81,C[C@@H](OC1:C:C:C:C2:N:C:N:C(NC3:C:C:C4:C(:C:N:N:4CC4:C:S:C:N:4):C:3):C:1:2)C(=O)N1CCOCC1
2239,CHEMBL225510,0.54,O=S(=O)(NC1:C:C:C:N:C:1)C1:C:C:C:S:1
2240,CHEMBL1707308,3.22,O=C(CN1:C:N:C2:C:C:C:C:C:2:1)C1:C:C:C(Br):C:C:1
2241,CHEMBL512901,4.09,CCCC1:N:C2:C(N):N:C3:C:C:C:C:C:3:C:2:S:1
2242,CHEMBL442956,0.78,O=C(O)C1CC2:C(:[NH]:C3:C:C:C:C:C:2:3)C(C2:C:C:C:C:C:2)N1
2243,CHEMBL1624560,2.36,COC1:C:C(CNC2:N:C3:C:C:C:C:C:3:[NH]:2):C:C(OC):C:1OC
2244,CHEMBL31741,2.96,O=C1:[NH]:C2:C:C(Cl):C:C:C:2:C(O):C:1C1:C:C:C:C(OC2:C:C:C:C:C:2):C:1
2245,CHEMBL1547746,4.2,CCN1:C2:C:C:C:C:C:2:C2:C:C(NC(=O)C(C)C):C:C:C:2:1
2246,CHEMBL181858,3.6,C=CCN(C(=O)NCC1:C:C:C(OC):C:C:1)C1CCN(CCC(C2:C:C:C:C:C:2)C2:C:C:C:C:C:2)CC1
2247,CHEMBL1907763,2.9,COC1:C:C2:C(NC3:C:C:C(Cl):C:C:3F):N:C:N:C:2:C:C:1OC[C@@H]1CCCN(C)C1
2248,CHEMBL1762528,2.6,CN(C1:C:C:C:C(CO):C:1)C1:C:C:N:C(NC2:C:C(N3CCOCC3):C:C(N3CCOCC3):C:2):N:1
2249,CHEMBL402728,1.73,CC1:N:C(CSC2:N:C(N[C@H](C)CO):C3:S:C(=O):[NH]:C:3:N:2):C:S:1
2250,CHEMBL1760962,1.24,CN1:N:N:C(C2:C:C:C(C3:C:C:C(N4C[C@H](COC5:C:C:O:N:5)OC4=O):C:C:3F):C:N:2):N:1
2251,CHEMBL1270569,2.83,CS(=O)(=O)C1:C:C:C:C(NC2:N:C:C:C(NC3:C:C:C:C4:C:3OCO4):N:2):C:1
2252,CHEMBL1288102,1.97,NC(=O)C1:C:N:C(N[C@H]2CCCNC2):C2:C:C(C3:C:C:C(F):C:C:3F):S:C:1:2
2253,CHEMBL2017459,3.3,CCN(C(=O)C1:C:C:C(C2:C:C:C(Cl):C:C:2):O:1)C1:C:C:C(N2CCNCC2):C:C:1
2254,CHEMBL1630130,2.9,O=C(CCN1CCCCC1)NC1:C:C:C(C2:C:C:C:N3:C(=O):C:C(N4CCOCC4):N:C:2:3):C2:S:C3:C:C:C:C:C:3:C:1:2
2255,CHEMBL1560812,2.17,CC1:C:C:C(S(=O)(=O)N2CCN(C(=O)C3:C:C:C:O:3)CC2):C:C:1
2256,CHEMBL2086679,3.6,CC(C)(C)OC(=O)N1CCN(C2:N:C:C(OCC3:C:C:N:C:C:3F):C:N:2)CC1
2257,CHEMBL1586839,3.7,CC1:C:C:C(CN2C(=O)CCSC3:C:C:C(Cl):C:C:32):C:C:1
2258,CHEMBL13863,1.88,CC(C)C(NC(=O)CN1:C(C2:C:C:C:C:C:2):C:C2:C(O):N:C(O):N:C:2:C:1=O)C(=O)C(F)(F)F
2259,CHEMBL1223953,1.11,NC(=O)C1:C:C:C:C(C[C@H]2C[C@@H]3CC[C@H](C2)N3CC2:C:C:C:C:C:2):C:1
2260,CHEMBL375166,1.07,CC1:N:[NH]:C(C):C:1CC1:S:C2:C(:C:1C(=O)N1C[C@H](O)CO1):C(=O):N(C):C(=O):N:2CC(C)C
2261,CHEMBL1442709,3.29,O=C1:C2:C:N:N(C3:C:C:C:C:C:3):C:2:N:C(C2:C:C:C:O:2):N:1C1:C:C:C:C:C:1
2262,CHEMBL2171020,3.51,O=C(C1:C:[NH]:C(=O):C2:C:C:C:C:C:1:2)N1CCC(N2CCC(OC3:C:C:C(Cl):C(Cl):C:3)CC2)CC1
2263,CHEMBL1824044,0.87,COC1:C:C:C2:C(:C:1)N(CCN1CCC(NCC3:C:C:C4:C(:N:3)NC(=O)CO4)CC1)C(=O)CO2
2264,CHEMBL209522,2.37,NC1:N:C:N:C2:C:1:N:C(SC1:N:C3:C:C:C:C(Cl):C:3:S:1):N:2CCO
2265,CHEMBL184052,3.6,COC1:C:C2:N:C:N:C(NC3:C:C(NC(=O)C4:C:C:C:C(N5CCOCC5):C:4):C:C:C:3C):C:2:C:C:1OC
2266,CHEMBL1448915,2.18,CC1:C:C:C:C:C:1C(=O)N1CCN(C2:C:C:C:C:N:2)CC1
2267,CHEMBL2158779,2.6,O=C(O)[C@H](CC1:C:C:C(F):C:C:1)N1CCC(CN2CCC(OC3:C:C:C(Cl):C:C:3Cl)CC2)CC1
2268,CHEMBL1779001,2.14,COC1:C:C:C(C2:C:N:C:C(CNC3CCCC3):N:2):C(OC):C:1
2269,CHEMBL250389,4.09,COC1CCN(C(=O)C2CCN(CCC3:C(C4:C:C(C):C:C(C):C:4):[NH]:C4:S:C(C(C)(C)C(=O)N5C6CCC5CC6):C:C:3:4)CC2)CC1
2270,CHEMBL2326690,1.94,C1=CCC(C2:C:C3:C:C:C:C:C:3:O:2)CNC1
2271,CHEMBL2208434,3.48,O=C(NC[C@@H](O)CN1CCC(OC2:C:C:C(Cl):C(Cl):C:2)CC1)C1:C:C(=O):[NH]:C2:C:C:C:C:C:1:2
2272,CHEMBL11334,2.63,CC(C)C1:N:C:C(NC(=O)OCC2:C:C:C:C:C:2):C(=O):N:1CC(=O)NC(C(=O)C(F)(F)F)C(C)C
2273,CHEMBL1939743,2.35,CCN(CC)C(=O)C1:C:C:C([C@H](C2:C:C:C:C(NC(=O)C3CC3):C:2)N2CCN(CCOC)CC2):C:C:1
2274,CHEMBL71044,1.9,CN(C)CCCNS(=O)(=O)C1:C:C:C(NC2:N:C:C:C(C3:C:N:C4:C:C:C:C:N:3:4):N:2):C:C:1
2275,CHEMBL1600648,0.16,CC1:N:C2:N:C:N:N:2:C(O):C:1CCOC(=O)C1:C(F):C:C:C:C:1F
2276,CHEMBL384304,2.08,COC1:C:C:C(F):C(F):C:1C(=O)C1:C:N:C(NC2CCN(S(C)(=O)=O)CC2):N:C:1N
2277,CHEMBL1224065,1.01,NC(=O)C1:C:C:C:C(N[C@@H]2C[C@@H]3CC[C@H](C2)N3CC2:C:C:C:C:C:2):C:1
2278,CHEMBL1526499,4.0,ClC1:C:C:C(C2:C:N3:C:C:C:C:C:3:N:2):C:C:1
2279,CHEMBL1095,1.0,CCN1C(=O)NC(C2:C:C:C:C:C:2)C1=O
2280,CHEMBL185315,1.8,CC1:C:C:C(NC(=O)C2:C:C:N:C(N3CCOCC3):C:2):C:C:1NC1:C:C:N:C(OC2CCN(C)CC2):N:1
2281,CHEMBL380936,3.69,NC1:N:C(NCC2:C:C:C:C:C:2):N:C2:C:1:N:C(O):N:2CC1:C:C:C:C:C:1
2282,CHEMBL1951912,1.44,CCN(C(=O)CC1:C:C:C(S(C)(=O)=O):C:C:1)C1CCN(CC[C@@H](C2:C:C:C:C(F):C:2)C2CCN(S(C)(=O)=O)CC2)CC1
2283,CHEMBL2178946,1.7,CC1:N:C(C):C(C2:C:C:C([C@H]3CC[C@@H](CC(=O)O)CC3):C(Cl):C:2):N:C:1C(N)=O
2284,CHEMBL27006,3.6,FC(F)(F)C1:C:C(CO[C@H]2CCCN[C@H]2C2:C:C:C:C:C:2):C:C(C(F)(F)F):C:1
2285,CHEMBL423026,2.47,CN(CCOC1:C:C:C(C[C@H](NC2:C:C:C:C:C:2C(=O)C2:C:C:C:C:C:2)C(=O)O):C:C:1)C1:N:C2:C:C:C:C:C:2:O:1
2286,CHEMBL1164070,3.4,CC1:C:C:C:C(C(=O)N2CCC(C(=O)C3:C:C:C(F):C:C:3)CC2):C:1
2287,CHEMBL2321999,1.95,ClC1:C:C:C([C@H]2CC=CCNC2):C:C:1Cl
2288,CHEMBL226959,1.17,COC(=O)C1:C:C:C(CN2:[NH]:C(=O):C3:[NH]:C4:C:C(Cl):C:C:C:4:C(=O):C:3:C:2=O):C:C:1
2289,CHEMBL1528704,1.25,CCN(CC)C1:N:C:N:C2:C:1:N:C:N:2CC1:C(Cl):C:C:C:C:1Cl
2290,CHEMBL1809058,2.3,COC1:C:C(N2CC3CNCC(C2)O3):C:C:C:1NC1:N:C:C(Cl):C(C2:C:N:C3:C:C:C:C:N:2:3):N:1
2291,CHEMBL171951,-0.4,CCCS(=O)(=O)N1N=CC2:C:C(Cl):C:C:C:2B1O
2292,CHEMBL1240590,2.99,CNC1:C:C:C2:N:C:C(C3:C:C:C:C(O):C:3):N:2:N:1
2293,CHEMBL398149,2.1,CC(=O)NC1:C:C:C:C(NC2:N:C(NC3CC3):N3:N:C:C(C#N):C:3:N:2):C:1
2294,CHEMBL521815,1.03,CN1CCN(C(=O)C2:C:C(CC3:N:[NH]:C(=O):C4:C:C:C:C:C:3:4):C:C:C:2F)CC1
2295,CHEMBL271703,2.89,C[C@H](CO)NC1:N:C(SCC2:C:C:C:C(F):C:2F):N:C2:N:C(N):C:N:C:1:2
2296,CHEMBL259084,2.58,O=C(O)C1:C:C:C(NC2:N:C:C3:C(:N:2)C2:C:C:C(Cl):C:C:2C(C2:C(F):C:C:C:C:2F)=NC3):C:C:1
2297,CHEMBL1643194,2.62,CC1:C:C(CN2CC3:C:C:C:C:C:3C2C(=O)NC2:C:C:C(Cl):C:C:2Cl):C:C:C:1OCC(=O)O
2298,CHEMBL78535,2.14,CCO/N=C(\C1:C:C:C(Br):C:C:1)C1CCN(C2(C)CCN(C(=O)C3:C(C):C:C:[N+]([O-]):C:3C)CC2)CC1
2299,CHEMBL13923,1.74,CC(C)C(NC(=O)CN1:C(C2:C:C:C:C:C:2):C:C:C(N):C:1=O)C(=O)C(F)(F)F
2300,CHEMBL397983,3.7,CCOC1:C:C:C(N2:C([C@@H](C)N(CC3:C:C:C:N:C:3)C(=O)CC3:C:C:C(OC(F)(F)F):C:C:3):N:C3:N:C:C:C:C:3:C:2=O):C:C:1
2301,CHEMBL2335908,3.11,COC1:C:C2:N:C(NC3:C:C:C([C@@H](C)NC(C)=O):C:C:3):N:C:C:2:C:C:1C1:C:C:N:C:C:1
2302,CHEMBL517534,2.55,O=C(NC1:N:C:C:S:1)[C@H](CC1CCOCC1)C1:C:C:C(S(=O)(=O)C2CC2):C:C:1
2303,CHEMBL1401353,3.0,CC1:C:C:C:C(NS(=O)(=O)C2:C:C:C:C3:N:O:N:C:2:3):C:1
2304,CHEMBL1683032,3.02,CCOC1:C:C2:N:N:C(C(N)=O):C(NC3:C:C(C):C:C:C:3F):C:2:C:C:1N1CCN(C)CC1
2305,CHEMBL1731705,3.96,O=S(=O)(NC1:C:C:C:C:C:1C1:C:C:C:C:C:1)C1:C:C:C:C:C:1
2306,CHEMBL70972,2.48,CC1=C(C)C(=O)C(C(CCCCCC(=O)O)C2:C:C:C:C:C:2)=C(C)C1=O
2307,CHEMBL2207664,3.14,CC1:C(Cl):C:C:C(OC2CCN(C[C@H](O)CNC(=O)C3:C:[NH]:C(=O):C:C:3C(F)(F)F)CC2):C:1Cl
2308,CHEMBL2057336,2.47,CC1:C:C:C(C2:C:C:C(N):N:N:2):C:C:1NC(=O)C1:C:C:C(OCC2:C:C:C:C:N:2):C:C:1
