,smiles,Hepatobiliary disorders,Metabolism and nutrition disorders,Product issues,Eye disorders,Investigations,Musculoskeletal and connective tissue disorders,Gastrointestinal disorders,Social circumstances,Immune system disorders,Reproductive system and breast disorders,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",General disorders and administration site conditions,Endocrine disorders,Surgical and medical procedures,Vascular disorders,Blood and lymphatic system disorders,Skin and subcutaneous tissue disorders,"Congenital, familial and genetic disorders",Infections and infestations,"Respiratory, thoracic and mediastinal disorders",Psychiatric disorders,Renal and urinary disorders,"Pregnancy, puerperium and perinatal conditions",Ear and labyrinth disorders,Cardiac disorders,Nervous system disorders,"Injury, poisoning and procedural complications"
725,CC(CCC1:C:C:C:C:C:1)NCC(O)C1:C:C:C(O):C(C(N)=O):C:1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0
726,OCC1OC(OC2C(CO)OC(O)(CO)C2O)C(O)C(O)C1O,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,NC1:C:C:N(C2CSC(CO)O2):C(=O):N:1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
728,NC1:N:N:C(C2:C:C:C:C(Cl):C:2Cl):C(N):N:1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
729,CC1:C(OCC(F)(F)F):C:C:N:C:1CS(=O)C1:N:C2:C:C:C:C:C:2:[NH]:1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
730,CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1CCC(O)CCC1:C:C:C:C:C:1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0
731,CC1:O:N:C:C:1C(=O)NC1:C:C:C(C(F)(F)F):C:C:1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
732,N#CC1:C:C:C(C(C2:C:C:C(C#N):C:C:2)N2:C:N:C:N:2):C:C:1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1
733,CC(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0
734,[Li+],0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1
735,CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC1:C:C:C(O):C:C:1)NC(=O)C(CO)NC(=O)C(CC1:C:[NH]:C2:C:C:C:C:C:1:2)NC(=O)C(CC1:C:N:C:[NH]:1)NC(=O)C1CCC(=O)N1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
736,CC(C)(C)NCC(O)COC1:C:C:C:C2:C:1CCCC2=O,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0
737,CC1CN(C2CCC(C#N)(C3:C:C:C(F):C:C:3)CC2)CCC1(C(=O)O)C1:C:C:C:C:C:1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
738,COC1:C:C:C2:C(:C:1)N(CC(C)CN(C)C)C1:C:C:C:C:C:1S2,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0
739,CN1CCC23CCCCC2C1CC1:C:C:C(O):C:C:13,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1
740,[Ra],0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
741,CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0
742,CC(=O)NCC1CN(C2:C:C:C(N3CCOCC3):C(F):C:2)C(=O)O1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1
743,NCCCCC(NC(CCC1:C:C:C:C:C:1)C(=O)O)C(=O)N1CCCC1C(=O)O,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
744,S=C1:N:C:[NH]:C2:N:C:[NH]:C:1:2,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
745,[Li+].[OH-],0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1
746,CCN1:C:C(C(=O)O):C(=O):C2:C:C(F):C(N3CCNC(C)C3):C(F):C:2:1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
747,O=NN(CCCl)C(=O)NC1CCCCC1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1
748,O=C1:C:C:N([C@@H]2O[C@H](COP(=O)(O)O[C@@H]3[C@@H](CO)O[C@@H](N4:C:C:C(=O):[NH]:C:4=O)[C@@H]3O)[C@@H](O)[C@H]2O):C(=O):[NH]:1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0
749,CCOC(=O)N1CCC(=C2C3:C:C:C(Cl):C:C:3CCC3:C:C:C:N:C:32)CC1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0
750,O=C1NC2:C:C:C(Cl):C:C:2C(C2:C:C:C:C:C:2Cl)=NC1O,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1
751,CCCCC1:N:C(Cl):C(CO):N:1CC1:C:C:C(C2:C:C:C:C:C:2C2:N:N:[NH]:N:2):C:C:1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
752,CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1
753,CN1CCN(C2=NC3:C:C:C:C:C:3OC3:C:C:C(Cl):C:C:32)CC1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1
754,CCCC1:N:C(C(C)(C)O):C(C(=O)OCC2:O:C(=O):O:C:2C):N:1CC1:C:C:C(C2:C:C:C:C:C:2C2:N:N:[NH]:N:2):C:C:1.NS(=O)(=O)C1:C:C2:C(:C:C:1Cl)NCNS2(=O)=O,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0
755,COC1:C:C(C2:[O+]:C3:C:C(O):C:C(O):C:3:C:C:2O):C:C(OC):C:1O.[Cl-],0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1
756,N#CC1:C:C:C:C:C:1C1:C:C(C2:C:C:C:C:N:2):C:N(C2:C:C:C:C:C:2):C:1=O,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1
757,NCC1:C:C:C(S(N)(=O)=O):C:C:1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1
758,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
759,CNCCCC12CCC(C3:C:C:C:C:C:31)C1:C:C:C:C:C:12,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1
760,COC1:C:C(NC2:C(C#N):C:N:C3:C:C(OCCCN4CCN(C)CC4):C(OC):C:C:2:3):C(Cl):C:C:1Cl,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1
761,COC(=O)NC1:N:C2:C:C:C(C(=O)C3:C:C:C:C:C:3):C:C:2:[NH]:1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
762,CCN(CCCCOC(=O)C1:C:C:C(OC):C(OC):C:1)C(C)CC1:C:C:C(OC):C:C:1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
763,CNC1(C)C2CCC(C2)C1(C)C,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1
764,CN(CCCl)CCCl,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1
765,CC1:C:C:C:C(CN2CCN(C(C3:C:C:C:C:C:3)C3:C:C:C(Cl):C:C:3)CC2):C:1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
766,CC1:C:C:C(Cl):C(NC2:C:C:C:C:C:2C(=O)[O-]):C:1Cl,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0
767,CC1OC2:C:C:C(C(C)(C)C):C:C:2O1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
768,CC(=O)OC1(C(C)=O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
769,CC(CCC1:C:C:C(O):C:C:1)NCCC1:C:C:C(O):C(O):C:1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0
770,CC1:C:C:C:C(NC2:C:C:C:C:C:2C(=O)O):C:1C,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
771,OC(C1:C:C(C(F)(F)F):N:C2:C(C(F)(F)F):C:C:C:C:1:2)C1CCCCN1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
772,CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0
773,CC1:C:N:C(NC(=O)C2=C([O-])C3:C:C:C:C:C:3S(=O)(=O)N2C):S:1.[Na+],1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
774,NC(CC1:C:C:C(N(CCCl)CCCl):C:C:1)C(=O)O,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1
775,CC12CC3CC(C)(C1)CC(N)(C3)C2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
776,C[N+]1(C)CCCC(OC(=O)C(O)(C2:C:C:C:C:C:2)C2:C:C:C:C:C:2)C1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0
777,CCOC(=O)C1(C2:C:C:C:C:C:2)CCN(C)CC1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1
778,CCC1(C2:C:C:C:C:C:2)NC(=O)N(C)C1=O,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1
779,CC1:C:C:C:C(C):C:1NC(=O)C1CCCCN1C,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1
780,CCCC(C)(COC(N)=O)COC(N)=O,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0
781,NC1:C:C:C(O):C(C(=O)O):C:1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1
782,CNC(=O)CN(CCN(CCN(CC(=O)[O-])CC(=O)NC)CC(=O)[O-])CC(=O)[O-].O.[Gd+3],0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1
783,CC1CNCCC2:C:C:C(Cl):C:C:21,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1
784,CC(C)NCC(O)C1:C:C(O):C:C(O):C:1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0
785,CN(C)C(=N)N=C(N)N,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
786,O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO[C@H]1O[C@H](CO[C@@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@H]1O,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0
787,CCCCC1:O:C2:C:C:C(NS(C)(=O)=O):C:C:2:C:1C(=O)C1:C:C:C(OCCCN(CCCC)CCCC):C:C:1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1
788,C1N2CN3CN1CN(C2)C3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
789,CCC(=O)NCC[C@@H]1CCC2:C:C:C3:C(:C:21)CCO3,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
790,COC1:C:C:C:C:C:1OCC(O)COC(N)=O,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1
791,CS(=O)(=O)CCNCC1:C:C:C(C2:C:C:C3:N:C:N:C(NC4:C:C:C(OCC5:C:C:C:C(F):C:5):C(Cl):C:4):C:3:C:2):O:1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1
792,CN(CC1:C:N:C2:N:C(N):N:C(N):C:2:N:1)C1:C:C:C(C(=O)NC(CCC(=O)O)C(=O)O):C:C:1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
793,COC1:C2:O:C:C:C:2:C:C2:C:C:C(=O):O:C:1:2,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1
794,OCC1OC(O)C(F)C(O)C1O,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
795,CC1OC1P(=O)(O)O,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1
796,C[N+]1(C)C2CC(OC(=O)C(CO)C3:C:C:C:C:C:3)CC1C1OC12,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0
797,CN1C(CCl)NC2:C:C(Cl):C(S(N)(=O)=O):C:C:2S1(=O)=O,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0
798,O.O.O.O.O.O=S([O-])([O-])=S.[Na+].[Na+],0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
799,N#CC1:C(N(CC(=O)[O-])CC(=O)[O-]):S:C(C(=O)[O-]):C:1CC(=O)[O-].[Sr+2].[Sr+2],1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1
800,CC(N)(CC1:C:C:C(O):C(O):C:1)C(=O)O,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1
801,CN(C)C1:C:C:C2:N:C3:C:C:C(=[N+](C)C):C:C3:S:C:2:C:1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0
802,CCC(CO)NC(=O)C1C=C2C3:C:C:C:C4:[NH]:C:C(:C:3:4)CC2N(C)C1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1
803,COC(=O)C(C1:C:C:C:C:C:1)C1CCCCN1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1
804,CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
805,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0
806,CCC(CO)NC(=O)C1C=C2C3:C:C:C:C4:C:3:C(:C:N:4C)CC2N(C)C1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1
807,CCN(CC)CCNC(=O)C1:C:C(Cl):C(N):C:C:1OC,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1
808,CC1:C:C:C:C:C:1N1C(=O)C2:C:C(S(N)(=O)=O):C(Cl):C:C:2NC1C,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0
809,COCCC1:C:C:C(OCC(O)CNC(C)C):C:C:1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1
810,CC1:N:C:C([N+](=O)[O-]):N:1CCO,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1
811,CC(C)(C(=O)C1:C:C:C:N:C:1)C1:C:C:C:N:C:1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0
812,CC1:C:C:C:C(C):C:1OCC(C)N,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
813,CN1CCN2C3:C:C:C:C:C:3CC3:C:C:C:C:C:3C2C1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1
814,ClC1:C:C:C(COC(CN2:C:C:N:C:2)C2:C:C:C(Cl):C:C:2Cl):C(Cl):C:1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0
815,CC1:N:C:C2:N:1C1:C:C:C(Cl):C:C:1C(C1:C:C:C:C:C:1F)=NC2,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1
816,COC1:C:C:C(OC):C(C(O)CNC(=O)CN):C:1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1
817,CC#CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(C3:C:C:C(N(C)C):C:C:3)CC21C,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1
818,CC1:[NH]:C(=O):C(C#N):C:C:1C1:C:C:N:C:C:1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0
819,N=C1:N:C(N2CCCCC2):C:C(N):N:1O,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0
820,CN1CCN2C3:N:C:C:C:C:3CC3:C:C:C:C:C:3C2C1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
821,ClC1:C:C:C(C(C2:C:C:C:C:C:2Cl)C(Cl)Cl):C:C:1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,1
822,O=C1C2:C(O):C:C:C(O):C:2C(=O)C2:C(NCCNCCO):C:C:C(NCCNCCO):C:21,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1
823,CC1CCN(C(=O)CC#N)CC1N(C)C1:N:C:N:C2:[NH]:C:C:C:1:2,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0
824,O=C(NCCN1CCOCC1)C1:C:C:C(Cl):C:C:1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0
825,NC(=O)CS(=O)C(C1:C:C:C:C:C:1)C1:C:C:C:C:C:1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1
826,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(OC(=O)C1:C:C:C:O:1)C(=O)CCl,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1
827,N[C@@H]1CCCCN(C2:C(F):C:C3:C(=O):C(C(=O)O):C:N(C4CC4):C:3:C:2Cl)C1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
828,CC(C)(O)C1:C:C:C:C:C:1CCC(SCC1(CC(=O)O)CC1)C1:C:C:C:C(C=CC2:C:C:C3:C:C:C(Cl):C:C:3:N:2):C:1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
829,CN(C)C1:C:C:C(O):C2:C:1C[C@H]1C[C@H]3[C@H]([NH+](C)C)C(=O)C(=C(N)[O-])C(=O)[C@@]3(O)C(=O)C1=C2[O-],1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1
830,CN1CCC23C4:C5:C:C:C(O):C:4OC2C(O)C=CC3C1C5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
831,COC1:C(N2CC3CCCNC3C2):C(F):C:C2:C(=O):C(C(=O)O):C:N(C3CC3):C:1:2,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1
832,Cl.Cl.OCCN1CCN(CCC=C2C3:C:C:C:C:C:3SC3:C:C:C(Cl):C:C:32)CC1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
833,CC(=CC(=O)OCCCCCCCCC(=O)O)CC1OCC(CC2OC2C(C)C(C)O)C(O)C1O,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0
834,CN1CCC[C@@H]1CC1:C:[NH]:C2:C:C:C(CCS(=O)(=O)C3:C:C:C:C:C:3):C:C:1:2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1
835,CC1C(C2:C:C:C:C:C:2)OCCN1C,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0
836,CN(C)CCC1:C:[NH]:C2:C:C:C(CN3:C:N:C:N:3):C:C:1:2.O=C(O)C1:C:C:C:C:C:1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1
837,CN(CCOC1:C:C:C(CC2SC(=O)NC2=O):C:C:1)C1:C:C:C:C:N:1.O=C(O)C=CC(=O)O,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1
838,COC1:C(C):C2:C(:C(O):C:1CC=C(C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
839,COC1:C(C):C2:C(:C(O):C:1CC=C(C)CCC(=O)O)C(=O)OC2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
840,CCOCCP(CCOCC)CCP(CCOCC)CCOCC,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0
841,CC(=O)OC1CC2(C)C(CC(O)C3C4(C)CCC(O)C(C)C4CCC32C)C1=C(CCC=C(C)C)C(=O)O,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1
842,CC(=O)CC(C1:C:C:C:C:C:1)C1:C([O-]):O:C2:C:C:C:C:C:2:C:1=O,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1
843,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O.[In],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
844,CC(=O)[C@H](O)[C@@H](O)C(C)=O.CC(CN(C)C)CN1C2:C:C:C:C:C:2SC2:C:C:C:C:C:21,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1
845,CCO/N=C(\C(=O)NC1C(=O)N2C(C(=O)O)=C(SC3:N:C(C4:C:C:[N+](C):C:C:4):C:S:3)CSC12)C1:N:S:C(NP(=O)([O-])O):N:1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1
846,C[C@@H](O[C@H]1OCCN(CC2:N:C(=O):N(P(=O)([O-])[O-]):[NH]:2)[C@H]1C1:C:C:C(F):C:C:1)C1:C:C(C(F)(F)F):C:C(C(F)(F)F):C:1.C[NH2+]C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.C[NH2+]C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
847,CC1:C:C2:C(:S:1)=NC1:C:C:C:C:C:1NC=2N1CCN(C)CC1.O.O.O=C(O)C1:C:C2:C:C:C:C:C:2:C(CC2:C(O):C(C(=O)O):C:C3:C:C:C:C:C:2:3):C:1O,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1
848,CC1(C)O[C@@H]2C[C@H]3C4CCC5=CC(=O)C=CC5(C)[C@H]4C(O)CC3(C)[C@]2(C(=O)CO)O1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0
849,C[N+]1(CC2CC2)CC[C@]23C4:C5:C:C:C(O):C:4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5.[Br-],0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
850,CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)C1:C:N:C:C:N:1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1
